id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
3472,2,6,60.99,1,11,0
3473,3,2,125.98,5,13,0
3474,3,2,55.99,7,17,0
3475,3,0,0,3,15,1
3476,3,9,152.97,1,15,0
3477,2,1,57.49,2,3,0
3478,2,4,65.49,2,15,0
3479,1,1,69.49,1,15,0
3480,1,1,70.99,5,18,0
3481,2,3,119.98,4,24,0
3482,5,11,66.99,5,20,0
3483,2,2,185.97,2,10,0
3484,2,1,95.98,6,3,1
3485,1,0,0,5,13,1
3486,1,2,45.49,6,6,0
3487,3,1,127.98,4,18,0
3488,1,0,0,2,15,0
3489,1,0,0,4,6,0
3490,3,1,63.99,5,5,0
3491,4,1,70.49,1,1,0
3492,1,0,0,1,19,0
3493,1,0,0,6,3,0
3494,3,0,0,6,8,0
3495,2,0,0,0,21,0
3496,3,1,70.99,5,13,0
3497,5,0,0,3,4,0
3498,1,0,0,3,14,0
3499,1,3,56.99,1,20,0
3500,4,0,0,1,1,1
3501,3,4,124.47,5,5,0
3502,1,0,0,5,12,1
3503,3,0,0,5,19,0
3504,3,0,0,0,13,0
3505,1,1,51.49,3,14,0
3506,3,9,73.99,4,8,1
3507,1,0,0,2,22,0
3508,3,1,95.98,7,11,0
3509,3,1,71.99,2,10,0
3510,3,0,0,4,23,0
3511,1,2,167.97,2,3,1
3512,2,3,295.96,0,22,0
3513,3,1,51.99,2,14,0
3514,1,3,75.99,1,14,0
3515,1,3,43.99,1,20,1
3516,2,3,153.98,1,1,0
3517,3,4,69.99,5,12,0
3518,2,2,203.97,4,18,0
3519,3,6,59.49,2,17,1
3520,1,0,0,4,19,0
3521,2,3,61.99,1,4,1
3522,2,0,0,4,3,1
3523,2,0,0,4,4,1
3524,3,2,60.99,4,12,0
3525,1,3,72.49,4,15,1
3526,2,3,57.99,4,3,0
3527,3,0,0,0,28,0
3528,1,4,230.97,0,14,0
3529,2,0,0,6,7,1
3530,1,0,0,0,17,0
3531,1,3,105.98,4,7,0
3532,3,0,0,4,2,0
3533,1,0,0,6,17,0
3534,5,0,0,6,22,0
3535,2,9,59.99,4,16,1
3536,1,8,173.97,6,8,1
3537,1,3,137.97,1,21,0
3538,3,3,153.98,6,9,0
3539,5,9,165.98,4,13,0
3540,4,0,0,4,19,0
3541,1,2,219.96,2,8,1
3542,3,2,57.99,5,18,0
3543,3,1,68.99,0,16,0
3544,1,2,135.98,1,15,0
3545,3,2,66.49,1,22,0
3546,2,1,193.47,0,20,0
3547,1,4,48.49,4,13,0
3548,1,0,0,0,6,0
3549,3,1,66.99,4,13,0
3550,1,0,0,1,7,0
3551,5,12,46.99,3,14,1
3552,3,2,50.99,6,22,0
3553,3,0,0,5,19,0
3554,1,1,70.99,5,20,0
3555,3,1,59.49,5,22,0
3556,1,0,0,0,7,0
3557,5,6,64.49,2,12,1
3558,1,2,117.98,0,15,0
3559,1,2,73.99,1,18,0
3560,1,1,62.99,0,9,1
3561,1,4,59.99,4,8,0
3562,1,1,63.99,7,17,0
3563,1,1,59.49,5,1,0
3564,3,2,62.49,2,4,0
3565,3,2,130.98,2,23,1
3566,4,4,55.99,6,27,0
3567,3,0,0,6,22,1
3568,3,0,0,4,13,0
3569,3,2,71.99,0,16,0
3570,1,8,67.99,0,12,1
3571,4,1,70.99,2,27,0
3572,1,0,0,4,22,0
3573,1,1,41.49,7,19,0
3574,1,0,0,4,19,0
3575,2,2,74.99,1,5,1
3576,1,3,299.96,2,11,0
3577,3,0,0,4,18,0
3578,4,1,70.99,5,1,1
3579,5,1,142.98,4,10,0
3580,1,3,54.99,7,4,0
3581,3,0,0,2,22,0
3582,2,1,49.99,6,2,1
3583,1,1,103.98,6,10,0
3584,4,0,0,7,22,0
3585,1,0,0,2,14,0
3586,2,3,73.49,5,18,0
3587,1,0,0,0,20,0
3588,2,3,104.98,2,4,0
3589,1,3,150.98,2,5,1
3590,2,1,73.49,0,21,0
3591,1,1,51.99,2,6,1
3592,1,0,0,0,4,1
3593,1,4,133.98,4,11,0
3594,1,2,72.99,4,10,0
3595,3,5,53.99,2,14,0
3596,1,5,83.99,1,17,1
3597,2,1,137.98,4,28,0
3598,2,1,58.99,2,16,0
3599,3,0,0,7,5,1
3600,2,3,176.97,6,15,1
3601,1,2,125.96,2,17,0
3602,1,1,125.98,7,7,0
3603,1,0,0,0,29,0
3604,3,1,185.97,1,7,1
3605,2,1,61.99,5,17,0
3606,3,0,0,6,19,0
3607,1,1,47.99,4,11,0
3608,1,2,106.98,2,19,0
3609,3,3,75.49,4,8,0
3610,2,8,56.99,4,21,0
3611,4,15,65.99,2,5,0
3612,1,2,83.99,4,13,0
3613,2,1,89.98,7,9,1
3614,3,2,55.99,0,22,0
3615,3,1,61.99,4,21,1
3616,1,2,60.99,4,17,0
3617,3,0,0,0,10,0
3618,3,0,0,4,9,0
3619,1,7,50.99,5,12,0
3620,2,4,54.49,0,4,0
3621,4,0,0,3,12,0
3622,3,2,49.49,1,32,0
3623,1,9,81.49,1,3,0
3624,1,8,42.99,1,17,1
3625,2,4,56.99,2,13,0
3626,3,4,62.99,5,21,0
3627,1,2,66.99,0,20,0
3628,1,1,47.49,6,16,0
3629,1,3,245.97,2,18,1
3630,2,1,58.49,3,18,0
3631,1,4,230.97,1,1,0
3632,4,1,63.49,1,1,1
3633,1,2,51.99,0,17,1
3634,1,1,46.49,2,1,0
3635,3,3,66.99,7,19,0
3636,1,3,49.49,0,25,0
3637,2,0,0,7,6,0
3638,2,2,59.99,4,22,0
3639,1,3,62.99,6,15,0
3640,3,1,51.99,5,21,0
3641,3,2,53.99,4,18,0
3642,1,3,72.99,7,11,0
3643,3,2,40.99,5,20,1
3644,2,0,0,1,16,1
3645,3,3,56.49,0,23,0
3646,3,2,67.99,3,24,0
3647,3,6,52.49,5,16,1
3648,1,0,0,5,18,0
3649,1,4,59.99,3,11,1
3650,2,3,66.99,0,6,1
3651,2,0,0,0,21,0
3652,3,2,54.99,2,20,0
3653,3,0,0,0,12,0
3654,3,0,0,5,16,0
3655,3,4,58.49,6,15,0
3656,3,0,0,5,3,1
3657,2,1,141.98,4,23,0
3658,2,3,49.49,2,2,0
3659,2,1,73.99,5,16,0
3660,3,5,158.98,0,14,0
3661,3,0,0,5,19,0
3662,3,3,89.98,6,21,1
3663,3,4,50.99,4,23,0
3664,2,2,82.99,1,19,1
3665,3,2,67.99,4,18,1
3666,4,0,0,4,13,0
3667,2,0,0,1,15,0
3668,1,1,72.49,4,2,0
3669,3,1,76.99,4,20,0
3670,1,0,0,5,14,1
3671,2,2,48.99,4,8,0
3672,3,8,55.99,3,21,0
3673,2,0,0,6,15,1
3674,4,0,0,0,14,1
3675,3,1,69.99,4,18,0
3676,2,0,0,6,12,1
3677,3,1,141.98,7,22,0
3678,4,1,76.49,4,13,0
3679,1,0,0,0,16,0
3680,3,2,124.98,2,22,0
3681,3,2,68.99,3,1,1
3682,1,0,0,1,1,1
3683,1,0,0,5,1,1
3684,4,3,61.99,6,3,1
3685,3,1,65.99,0,19,0
3686,5,6,275.96,4,16,0
3687,4,0,0,7,11,0
3688,1,0,0,0,7,1
3689,1,7,56.49,4,9,1
3690,3,3,65.49,5,17,0
3691,1,0,0,1,21,1
3692,1,1,139.98,1,14,0
3693,1,5,173.98,4,5,0
3694,4,1,55.99,4,18,1
3695,3,5,113.98,5,15,1
3696,1,10,55.49,0,20,0
3697,1,0,0,1,14,0
3698,2,0,0,4,2,0
3699,3,0,0,3,20,0
3700,1,0,0,1,14,0
3701,1,0,0,3,8,1
3702,1,2,58.99,4,11,0
3703,3,2,51.49,2,20,0
3704,2,1,64.49,2,18,0
3705,1,2,65.49,4,2,1
3706,1,0,0,6,10,1
3707,2,0,0,4,22,0
3708,2,2,68.99,7,10,0
3709,1,0,0,4,6,0
3710,3,2,61.49,0,18,0
3711,4,0,0,4,13,0
3712,3,2,68.99,6,17,0
3713,1,1,233.97,2,18,1
3714,3,4,149.98,7,21,1
3715,1,0,0,0,14,0
3716,3,0,0,2,18,0
3717,3,0,0,0,21,0
3718,3,0,0,0,24,1
3719,2,10,59.49,2,19,1
3720,1,2,62.99,5,22,0
3721,1,0,0,3,17,1
3722,2,2,64.99,2,14,1
3723,2,3,59.99,5,23,0
3724,2,1,142.47,1,10,1
3725,3,0,0,4,1,0
3726,4,3,48.99,6,15,0
3727,1,15,40.99,5,18,0
3728,2,0,0,5,10,1
3729,1,0,0,2,17,1
3730,3,1,68.99,6,6,1
3731,1,1,122.98,5,12,0
3732,3,4,56.99,1,12,1
3733,1,1,75.49,1,2,1
3734,2,1,69.99,1,23,0
3735,1,0,0,4,18,1
3736,2,1,37.99,0,21,0
3737,1,0,0,2,18,1
3738,1,1,69.49,2,18,1
3739,3,11,61.99,1,15,1
3740,5,1,65.49,4,23,0
3741,3,1,122.97,0,10,0
3742,3,1,105.98,1,10,0
3743,1,1,79.49,0,3,0
3744,1,0,0,3,1,0
3745,1,0,0,2,4,0
3746,5,0,0,7,23,1
3747,1,0,0,6,15,1
3748,2,0,0,0,24,0
3749,1,0,0,7,9,0
3750,3,0,0,6,18,1
3751,1,0,0,4,1,1
3752,1,9,72.49,4,5,0
3753,1,1,41.49,2,12,0
3754,2,0,0,0,8,0
3755,1,1,61.99,6,14,1
3756,1,0,0,5,1,0
3757,1,2,47.99,6,15,0
3758,3,3,56.49,2,13,0
3759,1,2,75.99,3,26,1
3760,1,1,63.49,7,5,0
3761,2,1,63.49,5,11,1
3762,1,5,254.97,4,17,0
3763,2,3,44.99,5,19,1
3764,3,3,96.98,5,15,1
3765,3,1,91.98,5,13,0
3766,1,8,44.99,6,20,0
3767,3,1,87.98,3,25,0
3768,2,3,58.99,0,13,1
3769,2,2,72.99,6,16,0
3770,1,2,57.99,6,24,0
3771,3,4,63.99,1,28,0
3772,1,7,65.99,0,9,0
3773,2,4,69.99,4,23,0
3774,1,2,120.98,1,24,0
3775,4,0,0,0,1,1
3776,2,2,59.99,3,12,0
3777,2,4,58.99,5,7,0
3778,2,2,94.98,0,16,0
3779,3,5,46.49,4,12,1
3780,1,0,0,1,14,0
3781,1,0,0,0,11,0
3782,3,2,43.49,3,21,0
3783,1,1,75.99,4,4,1
3784,3,2,70.49,6,10,0
3785,3,0,0,0,14,0
3786,3,5,68.49,6,18,0
3787,5,3,119.98,5,3,1
3788,1,1,46.49,0,11,0
3789,1,3,69.99,3,21,0
3790,3,6,46.49,6,9,0
3791,2,1,58.99,1,16,0
3792,1,1,64.49,6,20,1
3793,4,2,53.99,6,8,0
3794,2,1,57.99,5,14,0
3795,1,2,71.49,6,17,0
3796,1,5,48.49,0,19,0
3797,5,0,0,2,8,1
3798,1,1,80.49,5,12,0
3799,3,0,0,5,24,0
3800,3,0,0,4,22,0
3801,1,5,173.97,2,10,0
3802,3,3,65.49,2,17,0
3803,3,4,54.49,7,20,1
3804,2,6,51.99,1,5,0
3805,3,4,130.98,4,12,0
3806,1,2,61.49,4,24,0
3807,1,5,71.49,6,3,1
3808,2,0,0,1,18,0
3809,3,1,55.99,2,22,0
3810,3,0,0,1,24,0
3811,1,0,0,7,15,1
3812,5,0,0,3,5,1
3813,3,0,0,0,14,1
3814,1,0,0,2,19,0
3815,3,0,0,4,10,0
3816,2,5,46.99,6,2,1
3817,1,2,66.49,6,1,0
3818,1,2,71.99,3,5,0
3819,1,0,0,5,5,1
3820,1,2,63.99,0,12,1
3821,1,5,59.99,2,23,0
3822,3,1,123.98,4,19,0
3823,1,2,53.49,1,4,0
3824,3,2,60.49,3,12,1
3825,1,5,123.98,2,20,1
3826,5,2,68.99,1,1,0
3827,3,5,215.97,2,21,0
3828,5,0,0,7,27,0
3829,1,0,0,3,19,0
3830,3,1,130.98,0,8,0
3831,1,0,0,0,22,0
3832,2,1,72.49,4,8,0
3833,1,5,49.99,3,1,0
3834,3,0,0,5,18,0
3835,2,0,0,1,10,1
3836,1,1,60.99,4,13,0
3837,3,1,43.49,5,24,0
3838,3,0,0,0,9,1
3839,1,0,0,0,18,1
3840,1,0,0,0,5,0
3841,2,1,56.99,4,10,1
3842,3,0,0,1,21,0
3843,3,0,0,7,22,1
3844,3,1,43.49,4,19,1
3845,1,0,0,2,13,0
3846,1,4,66.99,2,6,1
3847,2,4,59.99,2,14,0
3848,1,1,73.99,7,16,0
3849,1,1,56.49,5,6,0
3850,2,0,0,6,10,0
3851,3,0,0,1,14,0
3852,1,1,59.99,4,23,0
3853,2,2,142.98,0,4,0
3854,1,5,55.99,0,11,0
3855,1,0,0,4,7,0
3856,2,0,0,6,6,0
3857,2,1,61.99,4,23,0
3858,3,0,0,0,13,1
3859,3,0,0,5,20,0
3860,3,1,127.98,0,16,0
3861,1,1,61.49,1,24,1
3862,2,2,60.49,0,21,0
3863,2,0,0,4,15,0
3864,3,0,0,2,15,0
3865,1,1,64.49,7,13,0
3866,3,2,136.98,5,9,0
3867,1,8,63.99,1,14,0
3868,4,4,107.98,4,19,0
3869,1,1,67.99,5,6,0
3870,1,0,0,1,17,0
3871,1,0,0,1,8,0
3872,1,0,0,7,20,0
3873,2,0,0,2,15,1
3874,3,0,0,3,7,0
3875,1,0,0,0,22,1
3876,3,6,68.99,6,18,1
3877,3,0,0,6,21,0
3878,2,0,0,0,26,0
3879,1,2,58.49,4,16,1
3880,2,0,0,5,18,0
3881,3,1,59.49,4,21,0
3882,1,1,60.99,4,18,1
3883,3,5,61.99,4,22,0
3884,1,2,46.99,1,17,0
3885,3,7,54.99,0,23,0
3886,3,2,107.98,6,12,1
3887,3,11,157.98,4,19,1
3888,3,1,103.98,2,18,0
3889,1,2,65.99,2,19,0
3890,1,2,120.98,5,21,1
3891,1,0,0,2,22,0
3892,3,5,60.49,6,23,0
3893,2,6,94.98,4,9,1
3894,1,1,263.96,0,13,0
3895,5,2,62.99,1,11,0
3896,1,2,64.99,5,10,0
3897,1,3,136.98,5,21,0
3898,2,7,61.49,5,12,1
3899,1,1,225.96,1,25,0
3900,3,0,0,7,17,0
3901,1,0,0,4,10,1
3902,1,6,67.99,1,14,0
3903,4,1,141.98,2,12,0
3904,1,0,0,2,16,1
3905,2,0,0,1,7,0
3906,1,2,102.98,4,10,0
3907,5,2,116.97,4,12,0
3908,1,2,118.98,7,15,0
3909,2,0,0,1,7,1
3910,2,0,0,1,7,1
3911,2,5,66.49,6,10,0
3912,1,1,62.99,6,2,1
3913,3,0,0,6,2,1
3914,3,0,0,5,24,0
3915,1,4,62.49,3,10,0
3916,3,3,57.49,5,17,1
3917,2,1,65.99,2,7,0
3918,1,5,51.99,1,11,0
3919,2,0,0,5,12,0
3920,1,0,0,7,17,0
3921,1,0,0,1,21,1
3922,1,5,62.49,2,10,1
3923,2,1,53.99,1,19,0
3924,1,1,141.98,4,11,1
3925,3,0,0,2,22,1
3926,2,0,0,4,17,1
3927,1,4,39.99,1,15,1
3928,3,1,123.98,6,24,0
3929,2,0,0,2,19,0
3930,2,0,0,6,21,0
3931,5,1,58.99,4,14,1
3932,1,0,0,3,16,0
3933,1,1,59.99,7,19,1
3934,3,9,165.98,5,22,0
3935,1,1,197.97,1,20,0
3936,1,0,0,5,7,0
3937,1,0,0,2,11,0
3938,3,0,0,4,24,1
3939,2,4,60.99,5,6,0
3940,3,4,59.99,1,17,0
3941,1,3,60.99,3,19,0
3942,1,1,69.99,4,11,0
3943,2,3,96.98,2,4,1
3944,3,4,148.47,7,3,1
3945,1,1,45.99,4,7,0
3946,3,0,0,3,17,0
3947,2,3,76.99,0,25,0
3948,3,0,0,4,20,0
3949,3,0,0,5,18,0
3950,3,8,68.99,0,35,0
3951,1,2,151.98,0,9,0
3952,2,2,133.98,0,24,0
3953,3,2,61.99,1,17,1
3954,5,0,0,2,14,1
3955,1,0,0,4,16,1
3956,1,7,212.97,5,12,0
3957,1,2,54.99,5,17,0
3958,1,1,41.99,3,1,0
3959,4,0,0,0,11,0
3960,1,1,72.49,0,19,0
3961,1,6,206.97,4,9,1
3962,5,2,55.99,2,12,0
3963,4,8,107.98,6,2,0
3964,2,0,0,4,3,0
3965,2,7,119.97,3,10,0
3966,1,2,80.99,1,13,1
3967,1,1,181.47,5,8,0
3968,1,2,66.49,5,19,1
3969,1,0,0,2,22,0
3970,2,1,54.99,5,22,1
3971,2,1,50.99,4,2,0
3972,3,0,0,6,17,0
3973,2,1,60.99,3,15,0
3974,2,0,0,3,21,1
3975,1,1,56.99,7,12,0
3976,2,0,0,5,13,1
3977,1,0,0,5,15,0
3978,1,6,197.96,5,11,0
3979,3,4,52.99,5,19,1
3980,3,7,138.98,5,16,1
3981,2,0,0,0,20,0
3982,1,4,69.99,0,14,1
3983,3,0,0,1,18,0
3984,1,5,98.98,6,7,1
3985,1,7,51.99,7,1,0
3986,1,0,0,1,24,0
3987,2,3,77.49,0,26,0
3988,3,1,121.98,0,8,0
3989,2,3,59.99,0,7,1
3990,3,0,0,4,20,0
3991,2,0,0,2,18,1
3992,2,5,51.99,6,16,1
3993,1,0,0,0,19,0
3994,2,4,125.98,0,27,0
3995,1,0,0,6,10,0
3996,2,1,59.99,4,19,0
3997,1,3,103.98,2,12,0
3998,3,3,125.98,4,16,0
3999,1,1,24.49,7,25,1
4000,3,3,88.98,4,17,1
4001,2,9,58.99,1,1,1
4002,1,0,0,7,23,0
4003,1,1,166.98,7,6,0
4004,2,0,0,0,16,0
4005,1,2,61.99,5,19,1
4006,3,2,49.49,0,11,0
4007,1,0,0,0,4,0
4008,1,1,56.99,1,3,1
4009,3,0,0,6,19,0
4010,3,2,40.99,0,16,0
4011,1,3,125.98,0,19,1
4012,5,2,59.99,6,10,0
4013,2,5,185.97,1,18,1
4014,4,0,0,0,19,0
4015,3,0,0,6,9,0
4016,1,6,124.98,4,4,0
4017,3,2,105.98,3,18,1
4018,3,1,63.99,2,7,0
4019,1,0,0,2,8,0
4020,2,0,0,0,15,0
4021,1,2,218.97,5,8,1
4022,3,0,0,5,25,0
4023,3,4,71.49,5,18,0
4024,2,3,50.99,7,20,0
4025,1,0,0,0,13,0
4026,3,0,0,7,21,0
4027,1,2,36.99,0,14,0
4028,3,2,76.49,6,10,1
4029,3,1,72.99,4,16,0
4030,1,2,49.49,2,9,0
4031,1,4,44.99,6,20,0
4032,3,0,0,1,17,0
4033,1,0,0,0,9,0
4034,3,1,60.49,7,19,0
4035,1,3,133.98,7,19,1
4036,3,1,55.99,0,25,0
4037,1,2,49.99,0,2,0
4038,2,0,0,1,11,0
4039,2,0,0,1,3,1
4040,2,1,72.99,2,12,0
4041,1,1,44.99,0,7,0
4042,5,1,64.99,5,16,0
4043,2,1,219.96,5,15,0
4044,3,2,56.99,1,17,0
4045,1,2,130.98,0,10,0
4046,1,1,51.49,6,2,1
4047,3,0,0,2,7,1
4048,3,2,191.97,1,19,0
4049,3,1,74.99,0,20,0
4050,2,0,0,3,20,0
4051,2,5,57.49,7,8,1
4052,3,0,0,5,13,1
4053,2,0,0,5,8,0
4054,3,0,0,1,11,0
4055,2,0,0,6,15,0
4056,3,0,0,2,21,0
4057,4,2,79.49,0,8,0
4058,2,3,59.99,2,18,0
4059,1,3,57.49,4,9,0
4060,3,0,0,7,13,0
4061,1,3,74.99,7,1,0
4062,1,1,66.99,6,14,0
4063,1,3,78.49,4,17,0
4064,3,0,0,0,7,0
4065,1,5,57.99,1,15,0
4066,2,0,0,2,14,1
4067,3,0,0,7,26,0
4068,3,5,60.49,1,10,1
4069,3,1,176.97,1,17,0
4070,1,0,0,6,15,0
4071,3,0,0,2,22,1
4072,2,0,0,6,17,0
4073,3,1,52.99,4,21,0
4074,2,1,103.98,2,11,0
4075,1,3,176.97,1,25,0
4076,4,10,66.99,5,1,1
4077,1,2,177.96,4,19,0
4078,3,2,112.98,6,19,0
4079,3,0,0,1,4,1
4080,2,2,141.98,1,23,1
4081,2,5,70.49,1,17,0
4082,3,5,63.49,2,23,0
4083,1,4,38.49,0,18,0
4084,3,7,51.99,3,19,0
4085,1,1,59.99,4,24,1
4086,3,4,67.99,4,26,0
4087,1,0,0,7,13,1
4088,3,0,0,0,3,0
4089,4,1,143.98,6,6,0
4090,3,1,111.98,0,23,0
4091,3,0,0,1,23,0
4092,4,0,0,5,4,0
4093,2,0,0,2,10,0
4094,2,0,0,1,20,0
4095,1,0,0,0,19,0
4096,3,2,58.49,4,1,1
4097,1,0,0,2,22,0
4098,1,2,76.99,5,16,0
4099,3,3,69.99,5,11,1
4100,1,9,57.99,4,12,1
4101,3,3,78.49,3,18,0
4102,3,0,0,0,12,1
4103,2,1,83.98,2,15,0
4104,3,1,61.99,4,11,0
4105,2,0,0,5,18,0
4106,3,0,0,6,11,1
4107,1,1,62.99,3,6,0
4108,2,4,68.99,6,20,0
4109,3,1,69.99,2,13,0
4110,1,3,51.99,4,25,1
4111,2,1,64.99,2,16,1
4112,5,0,0,0,17,0
4113,3,1,53.99,5,18,1
4114,1,1,60.99,0,2,0
4115,3,1,71.49,1,16,0
4116,2,0,0,5,12,0
4117,2,2,111.98,5,19,0
4118,1,0,0,4,21,0
4119,3,10,283.96,2,25,0
4120,2,7,227.97,5,17,0
4121,3,9,74.99,0,13,1
4122,2,13,42.99,4,12,1
4123,1,0,0,1,13,1
4124,1,0,0,0,18,0
4125,3,4,51.99,1,16,1
4126,2,7,73.98,2,7,1
4127,1,0,0,6,3,0
4128,1,1,167.96,5,22,0
4129,1,0,0,6,16,0
4130,3,3,69.99,3,24,1
4131,1,0,0,5,4,1
4132,5,3,58.99,5,20,0
4133,3,0,0,0,21,0
4134,1,0,0,7,2,1
4135,1,0,0,0,22,0
4136,3,8,60.99,2,23,0
4137,3,6,63.99,1,18,1
4138,2,1,101.98,4,4,0
4139,1,2,57.99,3,4,1
4140,3,1,60.99,0,17,1
4141,5,1,205.47,0,8,0
4142,1,2,65.99,1,20,0
4143,1,2,119.98,0,7,0
4144,3,2,55.99,4,14,1
4145,2,0,0,0,20,1
4146,1,0,0,0,7,0
4147,3,0,0,2,5,0
4148,3,1,68.49,4,22,0
4149,2,2,53.99,3,13,1
4150,3,5,140.98,7,4,0
4151,3,0,0,0,1,1
4152,3,0,0,2,23,0
4153,2,1,71.49,2,20,0
4154,3,5,63.49,1,22,1
4155,1,6,103.98,7,12,0
4156,1,2,65.99,0,17,0
4157,2,1,164.97,4,4,0
4158,1,3,71.99,1,8,0
4159,1,2,114.98,6,26,0
4160,5,2,68.98,3,10,1
4161,2,3,64.99,5,19,1
4162,3,1,141.98,2,13,0
4163,2,2,58.99,1,14,0
4164,1,0,0,3,11,0
4165,2,0,0,3,20,0
4166,1,2,60.99,7,3,0
4167,3,1,55.99,7,5,1
4168,1,1,44.99,4,18,0
4169,1,0,0,1,12,0
4170,1,0,0,4,6,0
4171,3,0,0,4,14,1
4172,3,2,167.97,7,7,0
4173,2,5,55.99,4,29,0
4174,1,0,0,4,14,0
4175,2,3,121.98,1,9,1
4176,1,0,0,1,17,0
4177,1,4,129.98,2,21,0
4178,1,6,56.49,6,26,0
4179,3,3,67.99,1,7,0
4180,2,0,0,3,3,0
4181,1,4,47.99,4,18,0
4182,2,3,64.99,4,17,0
4183,1,0,0,0,31,0
4184,3,0,0,6,25,1
4185,2,4,105.98,1,16,0
4186,1,3,56.49,7,14,0
4187,3,0,0,2,26,1
4188,1,4,170.97,1,9,0
4189,1,2,38.99,2,7,0
4190,3,4,63.99,5,20,0
4191,2,2,44.99,7,19,1
4192,4,4,86.49,2,3,0
4193,3,0,0,3,3,0
4194,1,1,73.49,6,18,1
4195,3,1,57.49,5,24,1
4196,2,5,44.99,5,9,1
4197,2,6,277.96,0,12,0
4198,2,3,60.49,6,11,1
4199,1,3,126.98,6,11,0
4200,3,5,57.99,2,11,0
4201,1,0,0,3,21,1
4202,2,2,109.98,6,14,1
4203,2,1,99.98,5,10,0
4204,3,0,0,4,31,0
4205,1,1,70.99,3,12,0
4206,2,4,48.49,2,3,1
4207,2,0,0,6,13,0
4208,4,2,61.99,2,13,0
4209,3,2,62.49,4,1,0
4210,2,0,0,4,2,1
4211,2,2,214.47,3,12,0
4212,1,0,0,1,8,0
4213,1,3,96.98,6,16,0
4214,1,1,65.99,2,23,0
4215,1,3,48.99,4,14,0
4216,1,5,133.98,6,6,1
4217,3,0,0,0,19,0
4218,2,1,191.97,4,10,1
4219,1,1,63.99,6,12,0
4220,1,2,47.99,4,14,0
4221,2,5,63.99,1,13,0
4222,1,1,131.98,3,27,0
4223,2,2,139.98,4,16,1
4224,1,1,75.98,0,7,1
4225,1,0,0,2,15,1
4226,2,1,197.97,1,14,0
4227,2,5,78.49,6,17,0
4228,3,0,0,4,11,1
4229,3,2,65.99,2,1,0
4230,4,0,0,2,11,0
4231,4,0,0,5,11,0
4232,3,1,59.99,3,14,0
4233,4,0,0,3,11,1
4234,2,1,59.99,7,21,1
4235,2,0,0,3,2,0
4236,2,12,50.49,0,19,1
4237,3,8,62.99,6,16,0
4238,3,1,129.98,2,15,1
4239,3,4,50.49,0,9,0
4240,3,11,95.98,1,19,0
4241,5,5,69.99,1,27,0
4242,3,0,0,6,11,0
4243,4,5,40.99,1,15,0
4244,2,1,119.98,0,1,0
4245,3,1,134.98,5,17,0
4246,4,0,0,4,15,0
4247,3,10,62.99,6,29,1
4248,1,2,63.99,5,17,0
4249,1,0,0,4,10,0
4250,3,3,61.99,6,4,0
4251,1,1,45.99,2,18,0
4252,2,2,55.99,6,8,0
4253,2,1,66.99,5,13,1
4254,1,1,60.99,5,18,0
4255,3,0,0,5,17,0
4256,3,1,65.99,4,21,0
4257,3,2,61.99,1,22,0
4258,1,7,63.49,5,27,0
4259,1,4,60.49,0,8,1
4260,2,1,67.99,0,2,1
4261,2,2,112.98,4,4,0
4262,2,2,245.96,3,8,0
4263,3,0,0,4,20,0
4264,1,1,50.49,6,21,0
4265,1,0,0,5,1,1
4266,1,1,67.99,5,18,1
4267,4,2,74.99,5,14,0
4268,1,2,60.99,0,12,0
4269,2,2,76.99,6,10,1
4270,3,3,131.98,0,16,0
4271,1,2,91.98,0,23,1
4272,3,1,33.49,3,14,0
4273,1,1,72.99,6,8,0
4274,1,2,91.99,5,3,0
4275,3,0,0,0,16,1
4276,3,4,71.99,4,19,0
4277,2,8,134.98,3,15,1
4278,1,1,61.49,4,18,0
4279,3,1,39.99,2,20,0
4280,3,3,66.49,4,22,0
4281,2,1,182.97,4,13,1
4282,3,3,134.98,6,23,1
4283,2,0,0,0,17,0
4284,1,4,143.98,4,6,1
4285,3,1,40.99,0,11,0
4286,2,5,70.99,7,6,0
4287,2,0,0,0,25,0
4288,3,6,64.49,6,19,0
4289,1,2,104.98,5,8,1
4290,1,8,55.99,7,29,0
4291,1,6,59.99,4,16,1
4292,1,0,0,1,1,1
4293,1,0,0,7,21,0
4294,2,3,64.99,5,10,1
4295,1,0,0,1,17,0
4296,3,3,53.49,5,21,0
4297,1,1,69.99,7,2,0
4298,1,3,202.47,2,20,0
4299,2,2,108.98,6,20,0
4300,3,0,0,0,17,0
4301,3,2,147.98,1,10,0
4302,3,10,94.47,0,5,0
4303,1,4,60.99,5,11,1
4304,3,3,66.99,2,19,0
4305,5,13,45.99,1,18,1
4306,1,1,135.98,6,23,1
4307,5,4,200.97,0,24,0
4308,2,0,0,4,15,0
4309,1,1,111.98,0,17,0
4310,4,0,0,2,13,0
4311,3,1,67.99,1,17,0
4312,4,1,79.99,4,21,0
4313,1,0,0,3,13,0
4314,3,2,56.99,5,21,0
4315,3,0,0,1,13,1
4316,4,6,54.99,2,23,0
4317,1,0,0,1,10,0
4318,2,5,99.98,0,22,0
4319,2,0,0,1,3,0
4320,1,4,197.97,0,9,1
4321,3,1,48.99,0,2,0
4322,3,2,56.49,6,8,0
4323,2,1,65.49,1,13,0
4324,3,2,70.49,5,22,0
